Erläuterungen;Planungsstelle;Produkt;Maßnahme;Sachkonto;Bezeichnung;Budget;Deckungskreis;Deckungsschlüssel;bewirtschaftende Dienststelle;anordnende Dienststelle;Investitionskennzeichen;Dotierkreis;Ansatz aktuell;Aktuelles Soll;ansatz vorjahr;Soll Vorjahr;Rg Erg vorvorjahr;RG Vorjahr;RG Aktuell;Planjahr+1;Planjahr+2;Planjahr+3;VE aktuell
Nein;2.1.1.3.562400;2.1.1.3;0;562400;Datenverarbeitung;1.2;12113;1;;;0;90;500;0;500;527,8;468,06;164,01;0;500;500;500;0
Ja;2.1.1.3.562500;2.1.1.3;0;562500;Sachverständigen- Gerichts- und ähnliche Aufwendungen;1.2;12113;1;;;0;12;500;0;500;0;3.783,80;0;0;500;500;500;0
Nein;2.1.1.3.563100;2.1.1.3;0;563100;Büromaterial;1.2;12113;1;0;0,00;0;12;1.240;0;1.320;641,86;1.052,38;164,03;0;1.240;1.240;1.240;0
Nein;2.1.1.3.563200;2.1.1.3;0;563200;Fachliteratur, Zeitschriften;1.2;12113;1;0;0;0;12;410;0;440;437,85;273,64;175,55;0;410;410;410;0
Nein;2.1.1.3.563300;2.1.1.3;0;563300;Porto und Versandkosten;1.2;12113;1;0;0;0;12;50;0;100;5,95;50,55;2;0;50;50;50;0
Nein;2.1.1.3.563400;2.1.1.3;0;563400;Telefon Datenübertragungskosten;1.2;12113;1;0;0;0;12;450;0;440;434,4;433,35;434,4;0;450;450;450;0
Nein;2.1.1.3.563460;2.1.1.3;0;563460;Rundfunk- und Fernsehgebühren;1.2;12113;1;0;0;0;12;70;0;70;69,96;69,96;69,96;0;70;70;70;0
Nein;2.1.1.3.564110;2.1.1.3;0;564110;Gebäudeversicherungen;1.2;12113;1;;;0;80;1.300;0;1.200;0;1.564,03;0;0;1.300;1.300;1.300;0
Nein;2.1.1.3.564140;2.1.1.3;0;564140;Unfallversicherungen;1.2;12113;1;;;0,00;80;3.100;0;2.800;2.988,27;2.655,94;2.751,00;0;3.100;3.100;3.100;0
Nein;2.1.1.3.565200;2.1.1.3;0;565200;Verluste aus Wertmind. u. Abgang v. Gegenst. d. Umlaufvermögens;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.3.568100;2.1.1.3;0;568100;sonstige Steueraufwendungen Grundsteuer;1.2;12113;1;;;0;12;180;0;180;175,25;175,25;175,25;0;180;180;180;0
Nein;2.1.1.3.614420;2.1.1.3;0;614420;Zuweis. u. Zuschüsse f. lfd. Zwecke v. Land;1.2;0;0;;;0,00;12;3.580;0;1.790;0;4.121,81;1.943,60;0;3.580;3.580;3.580;0
Nein;2.1.1.3.632100;2.1.1.3;0;632100;Entgelte Benutzung öffentl. Einricht u wirtschaftl. Dienstleistungen;1.2;0;0;;;0,00;12;4.950;0;4.900;0;5.089,00;1.701,00;0;4.950;4.950;4.950;0
Nein;2.1.1.3.641200;2.1.1.3;0;641200;Privatrechtl. Leistungsentgelte Mieten u. Pachten;1.2;0;0;;;0,00;12;4.280;0;4.280;0;4.279,32;1.426,92;0;4.280;4.280;4.280;0
Nein;2.1.1.3.641900;2.1.1.3;0;641900;sonstige privatrechtl. Leistungsentgelte;1.2;0;0;;;0;12;1.700;0;1.700;0;1.766,85;640;0;1.700;1.700;1.700;0
Nein;2.1.1.3.642900;2.1.1.3;0;642900;Kostenerst. Kostenuml. v Sonstigen;1.2;0;0;;;0;12;0;0;0;0;23.691,41;0;0;0;0;0;0
Nein;2.1.1.3.662700;2.1.1.3;0;662700;Versicherungserstattungen;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.3.702210;2.1.1.3;0;702210;Vergütungen der Arbeitnehmer;1.2;1500000;1;;;0,00;60;43.000;0;41.990;0;39.409,21;9.605,47;0;43.860;44.740;45.640;0
Nein;2.1.1.3.702220;2.1.1.3;0;702220;Leistungszulage Bedienstete;1.2;1500000;1;;;0;60;0;0;0;0;530,68;0;0;0;0;0;0
Nein;2.1.1.3.703200;2.1.1.3;0;703200;Beiträge zur ZVK / Arbeitnehmer;1.2;1500000;1;0;0,00;0;60;3.200;0;3.060;0;4.741,10;707,65;0;3.270;3.340;3.410;0
Nein;2.1.1.3.704200;2.1.1.3;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;1.2;1500000;1;;;0,00;60;8.300;0;8.120;0;8.099,97;1.997,13;0;8.470;8.640;8.820;0
Nein;2.1.1.3.706290;2.1.1.3;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;1.2;1500000;1;;;0;60;0;0;0;0;51,12;12,78;0;0;0;0;0
Nein;2.1.1.3.709000;2.1.1.3;0;709000;Pauschalierte Lohnsteuer ;1.2;1500000;1;;;0;60;0;0;0;0;0,2;0;0;0;0;0;0
Nein;2.1.1.3.723100;2.1.1.3;0;723100;Auszahlung für Unterhalt u Bewirtsch Grundst Außenanl Gebäude Gebäudeeinricht;1.2;12113;1;;;0,00;70;48.000;0;30.000;0;28.836,70;6.621,47;0;10.000;10.000;10.000;0
Nein;2.1.1.3.723210;2.1.1.3;0;723210;Auszahlung für Bewirtschaftung Grundstücke;1.2;12113;1;;;0;70;500;0;500;0;0;0;0;500;500;500;0
Nein;2.1.1.3.723220;2.1.1.3;0;723220;Auszahlung für Bewirtschaftung Außenanlagen;1.2;12113;1;;;0;70;500;0;2.000;0;30;0;0;500;500;500;0
Nein;2.1.1.3.723230;2.1.1.3;0;723230;Auszahlung für Bewirtschaftung Gebäude u. Gebäudebestandteile;1.2;12113;1;;;0;70;4.000;0;4.000;0;1.118,13;186,14;0;4.000;4.000;4.000;0
Nein;2.1.1.3.723232;2.1.1.3;0;723232;Bew Gebäude - Wasser/Abwasser;1.2;12113;1;;;0,00;70;3.000;0;3.000;0;2.646,76;2.651,19;0;3.000;3.000;3.000;0
Nein;2.1.1.3.723233;2.1.1.3;0;723233;Bew Gebäude - Strom;1.2;12113;1;;;0,00;70;13.000;0;20.000;0;11.100,30;-7.634,16;0;13.000;13.000;13.000;0
Nein;2.1.1.3.723234;2.1.1.3;0;723234;Bew Gebäude - Heizöl/Gas/Pelle;1.2;12113;1;;;0,00;70;5.000;0;5.000;0;7.480,21;4.680,84;0;5.000;5.000;5.000;0
Nein;2.1.1.3.723235;2.1.1.3;0;723235;Bew Gebäude - Abfall;1.2;12113;1;;;0;70;900;0;1.000;0;921,02;329,54;0;900;900;900;0
Nein;2.1.1.3.723700;2.1.1.3;0;723700;Auszahlung Unterhaltung Betriebs- und Geschäftsausstattung;1.2;12113;1;;;0;12;500;0;700;0;394,28;42,36;0;500;500;500;0
Nein;2.1.1.3.723800;2.1.1.3;0;723800;Auszahlung Unterhalt geringwert. Geräte Ausstattungs-Ausrüstungs sonst.Gebrauchs;1.2;12113;1;0;0,00;0;12;1.765;0;840;0;3.959,93;299,92;0;1.765;1.765;1.765;0
Nein;2.1.1.3.723801;2.1.1.3;0;723801;Geringw.Geräte - Gebäude-;1.2;12113;1;;;0;12;100;0;100;0;0;0;0;100;100;100;0
Nein;2.1.1.3.724100;2.1.1.3;0;724100;Auszahlung Schülerbeförderungskosten;1.2;12113;1;0;0,00;0;12;2.500;0;2.500;0;2.685,65;884,32;0;2.500;2.500;2.500;0
Nein;2.1.1.3.724400;2.1.1.3;0;724400;Auszahlung Labor-Werkstättenbedarf Baumaterial Arzneimittel Anstaltsbedarf Saat;1.2;12113;1;0;0;0;12;100;0;130;0;103,99;0;0;100;100;100;0
Nein;2.1.1.3.724500;2.1.1.3;0;724500;Auszahlung Verbrauchsmittel an Schulen;1.2;12113;1;0;0,00;0;12;950;0;1.070;0;1.093,64;115,89;0;950;950;950;0
Nein;2.1.1.3.724610;2.1.1.3;0;724610;Schulbücherei;1.2;12113;1;0;0;0;12;140;0;160;0;0;0;0;140;140;140;0
Nein;2.1.1.3.724700;2.1.1.3;0;724700;Auszahlung sonstige Verbrauchsmittel;1.2;12113;1;;;0;12;1.000;0;1.000;0;887,61;395,34;0;1.000;1.000;1.000;0
Nein;2.1.1.3.724800;2.1.1.3;0;724800;Auszahlung sonstige bezogene Leistungen;1.2;12113;1;;;0;12;500;0;500;0;18;130,1;0;500;500;500;0
Nein;2.1.1.3.724900;2.1.1.3;0;724900;Sonstige Auszahlungen für Sachleistungen;1.2;12113;1;;;0;12;100;0;100;0;46,77;0;0;100;100;100;0
Nein;2.1.1.3.724920;2.1.1.3;0;724920;Auszahlungen für betr. GS;1.2;12113;1;;;0;12;400;0;400;0;153,48;160,64;0;400;400;400;0
Nein;2.1.1.3.761200;2.1.1.3;0;761200;Auszahlungen  Aus- und Fortbildung, Umschulung;1.2;12113;1;;;0;12;50;0;100;0;70;0;0;50;50;50;0
Nein;2.1.1.3.761300;2.1.1.3;0;761300;Auszahlungen Reisekosten;1.2;12113;1;0;0;0;12;50;0;100;0;0;0;0;50;50;50;0
Nein;2.1.1.3.761400;2.1.1.3;0;761400;Auszahlung allgemeine Betreuung Bedienstete;1.2;12113;1;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.3.761500;2.1.1.3;0;761500;Auszahlung Dienst- Schutzkleidung pers. Ausrüstungsgegenstände;1.2;12113;1;;;0;12;100;0;100;0;0;57,05;0;100;100;100;0
Nein;2.1.1.3.762200;2.1.1.3;0;762200;Leasing;1.2;12113;1;;;0;12;2.500;0;2.000;0;0;0;0;2.500;2.500;2.500;0
Nein;2.1.1.3.762400;2.1.1.3;0;762400;Datenverarbeitung;1.2;12113;1;;;0;90;500;0;500;0;468,06;179;0;500;500;500;0
Nein;2.1.1.3.762500;2.1.1.3;0;762500;Sachverständigen- Gerichts- u ähnl. Auszahlungen;1.2;12113;1;;;0;12;500;0;500;0;3.783,80;0;0;500;500;500;0
Nein;2.1.1.3.763100;2.1.1.3;0;763100;Büromaterial ;1.2;12113;1;0;0,00;0;12;1.240;0;1.320;0;1.275,87;164,03;0;1.240;1.240;1.240;0
Nein;2.1.1.3.763200;2.1.1.3;0;763200;Fachliteratur, Zeitschriften;1.2;12113;1;0;0;0;12;410;0;440;0;273,64;175,55;0;410;410;410;0
Nein;2.1.1.3.763300;2.1.1.3;0;763300;Porto und Versandkosten;1.2;12113;1;0;0;0;12;50;0;100;0;50,55;2;0;50;50;50;0
Nein;2.1.1.3.763400;2.1.1.3;0;763400;Telefon Datenübertragungskosten;1.2;12113;1;0;0;0;12;450;0;440;0;433,35;107,1;0;450;450;450;0
Nein;2.1.1.3.763460;2.1.1.3;0;763460;Rundfunk- und Fernsehgebühren;1.2;12113;1;0;0;0;12;70;0;70;0;69,96;69,96;0;70;70;70;0
Nein;2.1.1.3.764110;2.1.1.3;0;764110;Gebäudeversicherungen;1.2;12113;1;;;0;80;1.300;0;1.200;0;1.564,03;0;0;1.300;1.300;1.300;0
Nein;2.1.1.3.764140;2.1.1.3;0;764140;Unfallversicherungen;1.2;12113;1;;;0,00;80;3.100;0;2.800;0;2.419,20;2.751,00;0;3.100;3.100;3.100;0
Nein;2.1.1.3.768100;2.1.1.3;0;768100;Grundsteuerauszahlung;1.2;12113;1;;;0;12;180;0;180;0;175,25;0;0;180;180;180;0
Ja;2.1.1.3/0301.785710;2.1.1.3;301;785710;Auszahlungen für bewegliche Sachen des Anlagevermögens über 410 Euro;1.2;0;0;;;1;12;1.850;0;5.930;5.347,67;8.791,99;0;0;1.850;1.850;1.850;0
Nein;2.1.1.3/0302.785710;2.1.1.3;302;785710;Auszahlungen für bewegliche Sachen des Anlagevermögens über 410 Euro;1.2;0;0;;;1;12;0;0;0;0;0;0;0;0;0;0;0
Ja;2.1.1.3/0303.785930;2.1.1.3;303;785930;Auszahlungen f. Anlagem im Bau - Baumaßnahmen;1.2;0;0;;;1;70;0;0;280.000;187.431,04;0;0;0;250.000;250.000;0;0
Ja;2.1.1.3/0304.785930;2.1.1.3;304;785930;Auszahlungen f. Anlagem im Bau - Baumaßnahmen;1.2;0;0;;;1;70;80.000;0;0;0;0;0;0;0;0;0;0
Ja;2.1.1.3/0352.681410;2.1.1.3;352;681410;Investitionszuwendungen von dem Bund;1.2;0;0;;;1;12;23.050;0;23.050;0;0;0;0;0;0;0;0
Ja;2.1.1.3/0352.681420;2.1.1.3;352;681420;Investitionszuwendungen von dem Land;1.2;0;0;;;1;12;18.440;0;18.440;0;0;0;0;0;0;0;0
Ja;2.1.1.3/0352.785930;2.1.1.3;352;785930;Auszahlungen f. Anlagem im Bau - Baumaßnahmen;1.2;0;0;;;1;70;46.110;0;46.110;0;0;0;0;0;0;0;0
Ja;2.1.1.3/0358.785930;2.1.1.3;358;785930;Auszahlungen f. Anlagem im Bau - Baumaßnahmen;1.2;0;0;;;1;70;1.000;0;1.000;0;0;0;0;12.300;0;0;0
Ja;2.1.1.4.414420;2.1.1.4;0;414420;Zuweisungen vom Land;1.2;0;0;;;0;12;2.046;0;1.210;2.766,68;926,04;0;0;2.046;2.046;2.046;0
Nein;2.1.1.4.414490;2.1.1.4;0;414490;Zuweisungen vom sonstigen öffentlichen Bereich;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.415100;2.1.1.4;0;415100;Ertrag aus der Auflösung von Sonderposten aus Zuwendungen;1.2;0;0;;;0;80;5.644;0;5.640;0;0;0;0;5.644;5.644;5.644;0
Ja;2.1.1.4.432100;2.1.1.4;0;432100;Entgelte für die Benutzung von öffentlichen Einrichtungen / Angeboten;1.2;0;0;;;0;12;2.880;0;2.880;0;0;0;0;2.880;2.880;2.880;0
Nein;2.1.1.4.432101;2.1.1.4;0;432101;Öffentlich rechtl. Entgelte Nutzung der oGTS;1.2;0;0;;;0;12;4.400;0;3.500;1.757,50;3.715,00;750;0;4.400;4.400;4.400;0
Ja;2.1.1.4.441200;2.1.1.4;0;441200;Privatrechtliche Leistungsentgelte von Mieten und Pachten;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.441400;2.1.1.4;0;441400;Privatrechtliche Leistungsentgelte: Beteiligung Essenskosten;1.2;0;0;;;0;12;2.000;0;2.000;1.569;2.790,00;375;0;2.000;2.000;2.000;0
Nein;2.1.1.4.441900;2.1.1.4;0;441900;Sonstige privatrechtliche Erträge;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.442430;2.1.1.4;0;442430;Kostenerstattungen vom öffentlichen Bereich von Gemeinden und Gemeindeverbänden;1.2;0;0;;;0;12;0;0;0;700;190;200;0;0;0;0;0
Nein;2.1.1.4.442900;2.1.1.4;0;442900;Sonstige Kostenerstattungen;1.2;0;0;;;0;12;0;0;0;0;64,5;0;0;0;0;0;0
Nein;2.1.1.4.466140;2.1.1.4;0;466140;Ertrag aus der Auflösung  von Rückstellungen;1.2;0;0;;;0;80;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.502210;2.1.1.4;0;502210;Dienstbezüge der Arbeitnehmer;1.2;1500000;1;;;0,00;60;49.600;0;43.040;33.350,81;43.566,80;9.645,12;0;50.600;51.620;52.660;0
Nein;2.1.1.4.502220;2.1.1.4;0;502220;Leistungszulagen der AN;1.2;1500000;1;;;0;60;0;0;0;593,68;706,85;0;0;0;0;0;0
Nein;2.1.1.4.502910;2.1.1.4;0;502910;Sonstige Aufwendungen für Beamte;1.2;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.503200;2.1.1.4;0;503200;Arbeitnehmer Beiträge zur Versorgungskasse;1.2;1500000;1;0,00;0,00;0;60;3.800;0;3.260;2.637,46;3.413,69;747,5;0;3.880;3.960;4.040;0
Nein;2.1.1.4.504200;2.1.1.4;0;504200;Arbeitnehmer Arbeitgeberanteil an der gesetzlichen Sozialversicherung;1.2;1500000;1;0,00;0,00;0,00;60;11.000;0;9.180;7.427,37;9.465,41;2.095,36;0;11.220;11.450;11.680;0
Nein;2.1.1.4.506290;2.1.1.4;0;506290;Sonstige (Arbeitnehmer);1.2;1500000;1;;;0;60;0;0;0;32,4;19,44;9,72;0;0;0;0;0
Nein;2.1.1.4.508200;2.1.1.4;0;508200;Zuführung&Rückstellungen für nicht genommenen Urlaub,Überstunden Arbeitnehmer;1.2;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.508220;2.1.1.4;0;508220;Zf. Überstundenrückst. AN;1.2;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.509000;2.1.1.4;0;509000;Pauschalierte Lohnsteuer ;1.2;1500000;1;;;0;60;300;0;0;100,42;79,54;24,44;0;310;320;330;0
Ja;2.1.1.4.523100;2.1.1.4;0;523100;Unterhaltung der Grundstücke,Außenanlagen,Gebäude&Gebäudeeinrichtungen;1.2;12114;1;;;0,00;70;10.000;0;55.000;18.125,75;26.413,15;8.117,39;0;10.000;10.000;10.000;0
Ja;2.1.1.4.523200;2.1.1.4;0;523200;Bewirtschaftung der Grundstücke,Außenanlagen,Gebäude&Gebäudeeinrichtungen;1.2;12114;1;;;0;70;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.523210;2.1.1.4;0;523210;Bewirtschaftung der Grundstücke;1.2;12114;1;;;0;70;500;0;1.000;0;142,8;0;0;500;500;500;0
Ja;2.1.1.4.523220;2.1.1.4;0;523220;Bewirtschaftung der Außenanlagen;1.2;12114;1;;;0;70;500;0;2.000;653,67;273,74;141,14;0;500;500;500;0
Nein;2.1.1.4.523230;2.1.1.4;0;523230;Bewirtschaftung der Gebäude einschließlich der Bestandteile;1.2;12114;1;;;0;70;1.000;0;1.000;1.286,41;1.703,79;241,94;0;1.000;1.000;1.000;0
Nein;2.1.1.4.523232;2.1.1.4;0;523232;Bew Gebäude - Wasser/Abwasser;1.2;12114;1;;;0;70;1.500;0;1.500;1.301,86;1.301,86;0;0;1.500;1.500;1.500;0
Nein;2.1.1.4.523233;2.1.1.4;0;523233;Bew Gebäude - Strom;1.2;12114;1;;;0,00;70;2.500;0;2.500;2.180;2.096,92;2.180,00;0;2.500;2.500;2.500;0
Nein;2.1.1.4.523234;2.1.1.4;0;523234;Bew Gebäude - Heizöl/Gas/Pelle;1.2;12114;1;;;0,00;70;8.000;0;6.500;5.037,73;9.015,05;3.535,48;0;8.000;8.000;8.000;0
Nein;2.1.1.4.523235;2.1.1.4;0;523235;Bew Gebäude - Abfall;1.2;12114;1;;;0;70;300;0;500;264,8;264,8;264,8;0;300;300;300;0
Nein;2.1.1.4.523700;2.1.1.4;0;523700;Unterhaltung der Betriebs- und Geschäftsausstattung;1.2;12114;1;;;0;12;500;0;500;0;263,56;0;0;500;500;500;0
Ja;2.1.1.4.523800;2.1.1.4;0;523800;Geringwertige Geräte,Ausstattungs-,Ausrüstungs-,Gebrauchsgegenstände;1.2;12114;1;0,00;0,00;0;12;1.650;0;620;1.582,48;1.398,46;144,63;0;1.650;1.650;1.650;0
Nein;2.1.1.4.523801;2.1.1.4;0;523801;UnterhGeringw Ger.-Gebäude-;1.2;12114;1;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.523810;2.1.1.4;0;523810;Sachausgaben offene Ganztagsschule/betreuende Grundschule;1.2;12114;1;0;0;0;12;1.640;0;1.620;440,51;298,58;0;0;1.640;1.640;1.640;0
Ja;2.1.1.4.524100;2.1.1.4;0;524100;Schülerbeförderungskosten;1.2;12114;1;0;0,00;0;12;2.500;0;1.500;380;3.275,18;380;0;2.500;2.500;2.500;0
Ja;2.1.1.4.524200;2.1.1.4;0;524200;Essenskosten;1.2;12114;1;0;0;0;12;100;0;100;128,35;53,05;0;0;100;100;100;0
Nein;2.1.1.4.524400;2.1.1.4;0;524400;Labor-,Werkstättenbedarf,Lebensmittel,Arzneimittel,Verbandsstoffe,Baumaterial;1.2;12114;1;0;0;0;12;70;0;70;0;0;0;0;70;70;70;0
Nein;2.1.1.4.524500;2.1.1.4;0;524500;Verbrauchsmittel an Schulen: Lehrmittel (unter 410,00 € netto);1.2;12114;1;0;0;0;12;730;0;730;359,1;262,73;225;0;730;730;730;0
Nein;2.1.1.4.524610;2.1.1.4;0;524610;Schulbücherei;1.2;12114;1;0;0;0;12;100;0;100;0;0;0;0;100;100;100;0
Nein;2.1.1.4.524700;2.1.1.4;0;524700;Verbrauchsmaterial;1.2;12114;1;;;0;12;0;0;0;69,05;175,75;69,05;0;0;0;0;0
Ja;2.1.1.4.524800;2.1.1.4;0;524800;Sonstige bezogene Leistungen;1.2;12114;1;;;0;12;400;0;400;0;0;0;0;400;400;400;0
Nein;2.1.1.4.524900;2.1.1.4;0;524900;Sonstige Aufwendungen für Sachleistungen;1.2;12114;1;0;0;0;12;100;0;200;0;111,87;0;0;100;100;100;0
Nein;2.1.1.4.524920;2.1.1.4;0;524920;Sachleistungen der betr. GS;1.2;12114;1;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.525430;2.1.1.4;0;525430;Kostenerstattungen an Gemeinden und Gemeindeverbände;1.2;12114;1;;;0;12;2.800;0;0;2.790;2.200,00;0;0;2.800;2.800;2.800;0
Nein;2.1.1.4.529200;2.1.1.4;0;529200;Sonstige Aufwendungen für Dienstleistungen;1.2;12114;1;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.534300;2.1.1.4;0;534300;Abschreibungen auf bebaut. Grundstücke mit Schulgebäuden und Schulturnhallen;1.2;0;0;;;0;80;8.273;0;8.280;0;0;0;0;8.273;8.273;8.236;0
Nein;2.1.1.4.538320;2.1.1.4;0;538320;Abschreibungen auf Betriebsausstattung;1.2;0;0;;;0;80;2.017;0;4.310;0;0;0;0;1.418;1.370;1.278;0
Nein;2.1.1.4.561300;2.1.1.4;0;561300;Aufwendungen für übernommene Reisekosten, Dienstreisen;1.2;12114;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0
Ja;2.1.1.4.561400;2.1.1.4;0;561400;Aufwendungen für allgemeine Betreuung der Bediensteten;1.2;12114;1;;;0;12;100;0;150;0;445,62;0;0;100;100;100;0
Nein;2.1.1.4.561500;2.1.1.4;0;561500;Aufwendungen für Dienst- u Schutzkleidung, persönl. Ausrüstungsgegenstände;1.2;12114;1;;;0;12;0;0;0;23,21;0;0;0;0;0;0;0
Ja;2.1.1.4.562200;2.1.1.4;0;562200;Leasing;1.2;12114;1;;;0;12;1.500;0;1.150;0;0;0;0;1.500;1.500;1.500;0
Nein;2.1.1.4.562400;2.1.1.4;0;562400;Datenverarbeitung;1.2;12114;1;;;0;90;200;0;200;230,4;192,93;0;0;200;200;200;0
Ja;2.1.1.4.562500;2.1.1.4;0;562500;Sachverständigen- Gerichts- und ähnliche Aufwendungen;1.2;12114;1;;;0;12;500;0;500;13;0;0;0;500;500;500;0
Nein;2.1.1.4.563100;2.1.1.4;0;563100;Büromaterial;1.2;12114;1;0;0,00;0;12;1.100;0;1.060;610,35;1.153,97;46,39;0;1.100;1.100;1.100;0
Nein;2.1.1.4.563200;2.1.1.4;0;563200;Fachliteratur, Zeitschriften;1.2;12114;1;0;0;0;12;360;0;350;0;0;0;0;360;360;360;0
Nein;2.1.1.4.563300;2.1.1.4;0;563300;Porto und Versandkosten;1.2;12114;1;0;0;0;12;10;0;50;2,01;10;2,01;0;10;10;10;0
Nein;2.1.1.4.563400;2.1.1.4;0;563400;Telefon Datenübertragungskosten;1.2;12114;1;0;0;0;12;550;0;560;499,8;535,64;499,8;0;550;550;550;0
Nein;2.1.1.4.564110;2.1.1.4;0;564110;Gebäudeversicherungen;1.2;12114;1;;;0;80;800;0;650;0;867,54;0;0;800;800;800;0
Nein;2.1.1.4.564140;2.1.1.4;0;564140;Unfallversicherungen;1.2;12114;1;;;0,00;80;1.750;0;1.500;1.712,05;1.317,49;1.421,35;0;1.750;1.570;1.750;0
Nein;2.1.1.4.564200;2.1.1.4;0;564200;Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen;1.2;12114;1;;;0;80;20;0;20;0;0;0;0;20;20;20;0
Nein;2.1.1.4.565200;2.1.1.4;0;565200;Verluste aus Wertmind. u. Abgang v. Gegenst. d. Umlaufvermögens;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.614420;2.1.1.4;0;614420;Zuweis. u. Zuschüsse f. lfd. Zwecke v. Land;1.2;0;0;;;0;12;2.046;0;1.210;0;1.075,24;895;0;2.046;2.046;2.046;0
Nein;2.1.1.4.614490;2.1.1.4;0;614490;Zuweis. u. Zuschüsse f. lfd. Zwecke v. sonst. öffentl. Bereich;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.632100;2.1.1.4;0;632100;Entgelte Benutzung öffentl. Einricht u wirtschaftl. Dienstleistungen;1.2;0;0;;;0;12;2.880;0;2.880;0;15;0;0;2.880;2.880;2.880;0
Nein;2.1.1.4.632101;2.1.1.4;0;632101;Einz. öR Entgelte oGTS;1.2;0;0;;;0,00;12;4.400;0;3.500;0;3.320,00;1.165,00;0;4.400;4.400;4.400;0
Nein;2.1.1.4.641200;2.1.1.4;0;641200;Privatrechtl. Leistungsentgelte Mieten u. Pachten;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.641400;2.1.1.4;0;641400;Privatrechtl. Leistungsentgelte Beteiligung Essenskosten;1.2;0;0;;;0;12;2.000;0;2.000;0;2.340,00;741,09;0;2.000;2.000;2.000;0
Nein;2.1.1.4.641900;2.1.1.4;0;641900;sonstige privatrechtl. Leistungsentgelte;1.2;0;0;;;0;12;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.642430;2.1.1.4;0;642430;Kostenerst. Kostenuml. v öffentl. Bereich von Gemeinden u. Gem.verbänden;1.2;0;0;;;0;12;0;0;0;0;90;300;0;0;0;0;0
Nein;2.1.1.4.642900;2.1.1.4;0;642900;Kostenerst. Kostenuml. v Sonstigen;1.2;0;0;;;0;12;0;0;0;0;64,5;0;0;0;0;0;0
Nein;2.1.1.4.702210;2.1.1.4;0;702210;Vergütungen der Arbeitnehmer;1.2;1500000;1;;;0,00;60;49.600;0;43.040;0;43.566,80;9.645,12;0;50.600;51.620;52.660;0
Nein;2.1.1.4.702220;2.1.1.4;0;702220;Leistungszulage Bedienstete;1.2;1500000;1;;;0;60;0;0;0;0;706,85;0;0;0;0;0;0
Nein;2.1.1.4.702910;2.1.1.4;0;702910;Sonstige Auszahlungen für Beamte;1.2;1500000;1;;;0;60;0;0;0;0;0;0;0;0;0;0;0
Nein;2.1.1.4.703200;2.1.1.4;0;703200;Beiträge zur ZVK / Arbeitnehmer;1.2;1500000;1;0;0,00;0;60;3.800;0;3.260;0;3.413,69;747,5;0;3.880;3.960;4.040;0
Nein;2.1.1.4.704200;2.1.1.4;0;704200;Beiträge zur gesetzl. Soz.versicherung Arbeitnehmer;1.2;1500000;1;0;0,00;0,00;60;11.000;0;9.180;0;9.465,41;2.095,36;0;11.220;11.450;11.680;0
Nein;2.1.1.4.706290;2.1.1.4;0;706290;Sonstige Personalnebenleistungen Arbeitnehmer;1.2;1500000;1;;;0;60;0;0;0;0;19,44;9,72;0;0;0;0;0
Nein;2.1.1.4.709000;2.1.1.4;0;709000;Pauschalierte Lohnsteuer ;1.2;1500000;1;;;0;60;300;0;0;0;82,56;24,44;0;310;320;330;0
Nein;2.1.1.4.723100;2.1.1.4;0;723100;Auszahlung für Unterhalt u Bewirtsch Grundst Außenanl Gebäude Gebäudeeinricht;1.2;12114;1;;;0,00;70;10.000;0;55.000;0;25.300,68;9.229,86;0;10.000;10.000;10.000;0
